# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-18 14:21:18 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11179000 ALAMEDA C NR NILES CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11179000
#            TS   parameter     statistic     Description
#          9028       00010     00001     Temperature, water, degrees Celsius (Maximum)
#          9029       00010     00002     Temperature, water, degrees Celsius (Minimum)
#          9030       00010     00008     Temperature, water, degrees Celsius (Median)
#          9031       00010     00011     Temperature, water, degrees Celsius (Instantaneous)
#          9032       00060     00003     Discharge, cubic feet per second (Mean)
#          9033       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#          9034       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#          9038       80225     00003     Bedload sediment discharge, short tons per day (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	9028_00010_00001	9028_00010_00001_cd	9029_00010_00002	9029_00010_00002_cd	9030_00010_00008	9030_00010_00008_cd	9031_00010_00011	9031_00010_00011_cd	9032_00060_00003	9032_00060_00003_cd	9033_80154_00003	9033_80154_00003_cd	9034_80155_00003	9034_80155_00003_cd	9038_80225_00003	9038_80225_00003_cd
USGS	11179000	2007-08-07									37	A						
USGS	11179000	2007-08-08									38	A						
USGS	11179000	2007-08-09									36	A						
USGS	11179000	2007-08-10									38	A						
USGS	11179000	2007-08-11									37	A						
USGS	11179000	2007-08-12									39	A						
USGS	11179000	2007-08-13									38	A						
USGS	11179000	2007-08-14									38	A						
USGS	11179000	2007-08-15									39	A						
USGS	11179000	2007-08-16									39	A						
USGS	11179000	2007-08-17									37	A						
USGS	11179000	2007-08-18									40	A						
USGS	11179000	2007-08-19									41	A						
USGS	11179000	2007-08-20									36	A						
USGS	11179000	2007-08-21									22	A						
USGS	11179000	2007-08-22									30	A						
USGS	11179000	2007-08-23									38	A						
USGS	11179000	2007-08-24									38	A						
USGS	11179000	2007-08-25									36	A						
USGS	11179000	2007-08-26									38	A						
USGS	11179000	2007-08-27									33	A						
USGS	11179000	2007-08-28							24.0	A	24	A						
USGS	11179000	2007-08-29									15	A						
USGS	11179000	2007-08-30									31	A						
USGS	11179000	2007-08-31									31	A						
USGS	11179000	2007-09-01									33	A						
USGS	11179000	2007-09-02									34	A						
USGS	11179000	2007-09-03									31	A						
USGS	11179000	2007-09-04							21.0	A	39	A						
USGS	11179000	2007-09-05									43	A						
USGS	11179000	2007-09-06									39	A						
USGS	11179000	2007-09-07									38	A						
USGS	11179000	2007-09-08									37	A						
USGS	11179000	2007-09-09									38	A						
USGS	11179000	2007-09-10							22.5	A	39	A						
USGS	11179000	2007-09-11									40	A						
USGS	11179000	2007-09-12									39	A						
USGS	11179000	2007-09-13									44	A						
USGS	11179000	2007-09-14									44	A						
USGS	11179000	2007-09-15									45	A						
USGS	11179000	2007-09-16									34	A						
USGS	11179000	2007-09-17									23	A						
USGS	11179000	2007-09-18									23	A						
USGS	11179000	2007-09-19									23	A						
USGS	11179000	2007-09-20									25	A						
USGS	11179000	2007-09-21									24	A						
USGS	11179000	2007-09-22									36	A						
USGS	11179000	2007-09-23									48	A						
USGS	11179000	2007-09-24									29	A						
USGS	11179000	2007-09-25									41	A						
USGS	11179000	2007-09-26									51	A						
USGS	11179000	2007-09-27									44	A						
USGS	11179000	2007-09-28									41	A						
USGS	11179000	2007-09-29									40	A						
USGS	11179000	2007-09-30									42	A						
USGS	11179000	2007-10-01	19.4	A	16.3	A					40	A	6	A	0.62	A		
USGS	11179000	2007-10-02	18.7	A	15.2	A					41	A	6	A	0.66	A		
USGS	11179000	2007-10-03	18.7	A	15.5	A					43	A	6	A	0.72	A		
USGS	11179000	2007-10-04	17.9	A	15.5	A					40	A	6	A	0.65	A		
USGS	11179000	2007-10-05	17.1	A	14.8	A					39	A	4	A	0.46	A		
USGS	11179000	2007-10-06	16.3	A	13.1	A					39	A	2	A	0.22	A		
USGS	11179000	2007-10-07	16.7	A	12.9	A					39	A	4	A	0.43	A		
USGS	11179000	2007-10-08	17.3	A	13.7	A					38	A	4	A	0.40	A		
USGS	11179000	2007-10-09	16.8	A	14.2	A					25	A	5	A	0.39	A		
USGS	11179000	2007-10-10	17.4	A	15.4	A					151	A	133	A	115	A		
USGS	11179000	2007-10-11	17.0	A	14.4	A					50	A	37	A	5.5	A		
USGS	11179000	2007-10-12	16.1	A	14.9	A					176	A	91	A	129	A		
USGS	11179000	2007-10-13	16.9	A	14.5	A					172	A	108	A	61	A		
USGS	11179000	2007-10-14	17.6	A	14.1	A					46	A	33	A	4.2	A		
USGS	11179000	2007-10-15	16.2	A	14.7	A					32	A	21	A	1.8	A		
USGS	11179000	2007-10-16	16.0	A	15.3	A					27	A	9	A	0.68	A		
USGS	11179000	2007-10-17	16.8	A	14.6	A					42	A	10	A	1.6	A		
USGS	11179000	2007-10-18	16.9	A	13.6	A					31	A	10	A	0.88	A		
USGS	11179000	2007-10-19	17.3	A	15.5	A					22	A	6	A	0.38	A		
USGS	11179000	2007-10-20	17.1	A	14.9	A					25	A	7	A	0.44	A		
USGS	11179000	2007-10-21	15.8	A	12.7	A					39	A	9	A	1.0	A		
USGS	11179000	2007-10-22	16.8	A	13.5	A					45	A	8	A	0.97	A		
USGS	11179000	2007-10-23	17.0	A	14.0	A					43	A	5	A	0.64	A		
USGS	11179000	2007-10-24	17.2	A	14.2	A					41	A	3	A	0.29	A		
USGS	11179000	2007-10-25	17.4	A	14.7	A					24	A	2	A	0.12	A		
USGS	11179000	2007-10-26	16.0	A	13.5	A					31	A	2	A	0.23	A		
USGS	11179000	2007-10-27	16.6	A	14.3	A					47	A	4	A	0.48	A		
USGS	11179000	2007-10-28	17.5	A	14.6	A					49	A	4	A	0.49	A		
USGS	11179000	2007-10-29	16.9	A	15.5	A					48	A	4	A	0.47	A		
USGS	11179000	2007-10-30	16.4	A	15.3	A					46	A	3	A	0.43	A		
USGS	11179000	2007-10-31	16.8	A	15.0	A					49	A	4	A	0.48	A		
USGS	11179000	2007-11-01	16.9	A	15.0	A					47	A	3	A	0.42	A		
USGS	11179000	2007-11-02	16.2	A	13.7	A					48	A	3	A	0.39	A		
USGS	11179000	2007-11-03	16.0	A	13.2	A					47	A	2	A	0.25	A		
USGS	11179000	2007-11-04	15.8	A	12.8	A					49	A	2	A	0.29	A		
USGS	11179000	2007-11-05	15.5	A	12.9	A					49	A	2	A	0.28	A		
USGS	11179000	2007-11-06	16.0	A	14.2	A					48	A	2	A	0.28	A		
USGS	11179000	2007-11-07	15.4	A	13.5	A					51	A	2	A	0.30	A		
USGS	11179000	2007-11-08	15.0	A	14.4	A					54	A	2	A	0.33	A		
USGS	11179000	2007-11-09	15.3	A	13.8	A					57	A	2	A	0.31	A		
USGS	11179000	2007-11-10	15.3	A	13.1	A					55	A	2	A	0.32	A		
USGS	11179000	2007-11-11	15.4	A	13.9	A					265	A	72	A	74	A		
USGS	11179000	2007-11-12	14.4	A	12.5	A					55	A	9	A	1.4	A		
USGS	11179000	2007-11-13	15.4	A	12.9	A					37	A	5	A	0.60	A		
USGS	11179000	2007-11-14	16.2	A	14.0	A					58	A	10	A	1.5	A		
USGS	11179000	2007-11-15	15.7	A	13.6	A					56	A	5	A	0.73	A		
USGS	11179000	2007-11-16	15.9	A	15.0	A					54	A	3	A	0.46	A		
USGS	11179000	2007-11-17	15.7	A	14.4	A					55	A	3	A	0.46	A		
USGS	11179000	2007-11-18	15.5	A	13.9	A					52	A	3	A	0.38	A		
USGS	11179000	2007-11-19	15.5	A	13.9	A					52	A	2	A	0.33	A		
USGS	11179000	2007-11-20	13.9	A	12.1	A					52	A	3	A	0.39	A		
USGS	11179000	2007-11-21	13.0	A	11.0	A					61	A	3	A	0.53	A		
USGS	11179000	2007-11-22	11.9	A	9.8	A					52	A	4	A	0.57	A		
USGS	11179000	2007-11-23	11.3	A	9.2	A					50	A	4	A	0.56	A		
USGS	11179000	2007-11-24	10.8	A	8.7	A					48	A	4	A	0.52	A		
USGS	11179000	2007-11-25	11.4	A	10.0	A					48	A	3	A	0.41	A		
USGS	11179000	2007-11-26	11.0	A	9.2	A					51	A	3	A	0.39	A		
USGS	11179000	2007-11-27	11.7	A	9.7	A					52	A	3	A	0.36	A		
USGS	11179000	2007-11-28	11.0	A	9.0	A					49	A	2	A	0.26	A		
USGS	11179000	2007-11-29	10.3	A	8.5	A					54	A	3	A	0.40	A		
USGS	11179000	2007-11-30	10.0	A	8.6	A					49	A	4	A	0.53	A		
USGS	11179000	2007-12-01	9.9	A	8.3	A					28	A	2	A	0.17	A		
USGS	11179000	2007-12-02	9.8	A	7.5	A					17	A	3	A	0.15	A		
USGS	11179000	2007-12-03	11.3	A	9.0	A					21	A	3	A	0.16	A		
USGS	11179000	2007-12-04	12.2	A	10.2	A					35	A	6	A	0.89	A		
USGS	11179000	2007-12-05	13.0	A	11.2	A					34	A	7	A	0.66	A		
USGS	11179000	2007-12-06	11.8	A	11.2	A					24	A	5	A	0.30	A		
USGS	11179000	2007-12-07	12.3	A	11.2	A					385	A	101	A	136	A		
USGS	11179000	2007-12-08	11.2	A	9.2	A					75	A	30	A	6.4	A		
USGS	11179000	2007-12-09	9.3	A	7.4	A					35	A	27	A	2.5	A		
USGS	11179000	2007-12-10	9.1	A	7.5	A					24	A	18	A	1.2	A		
USGS	11179000	2007-12-11	8.7	A	6.9	A					32	A	17	A	1.5	A		
USGS	11179000	2007-12-12	7.9	A	6.3	A					25	A	15	A	1.0	A		
USGS	11179000	2007-12-13	7.8	A	5.7	A					19	A	13	A	0.69	A		
USGS	11179000	2007-12-14	7.9	A	5.3	A					19	A	14	A	0.72	A		
USGS	11179000	2007-12-15	8.8	A	6.1	A					17	A	14	A	0.64	A		
USGS	11179000	2007-12-16	9.0	A	7.1	A					17	A	14	A	0.66	A		
USGS	11179000	2007-12-17	10.5	A	8.9	A					35	A	33	A	4.0	A		
USGS	11179000	2007-12-18	11.6	A	10.0	A					220	A	174	A	158	A		
USGS	11179000	2007-12-19	11.4	A	9.8	A					121	A	85	A	34	A		
USGS	11179000	2007-12-20	11.3	A	9.9	A					186	A	86	A	66	A		
USGS	11179000	2007-12-21	9.9	A	7.8	A					67	A	32	A	6.0	A		
USGS	11179000	2007-12-22	8.0	A	6.2	A					34	A	22	A	2.0	A		
USGS	11179000	2007-12-23	8.5	A	6.6	A					27	A	23	A	1.6	A		
USGS	11179000	2007-12-24	10.1	A	7.6	A					24	A	21	A	1.3	A		
USGS	11179000	2007-12-25	8.0	A	6.2	A					22	A	19	A	1.1	A		
USGS	11179000	2007-12-26	9.0	A	6.8	A					20	A	17	A	0.92	A		
USGS	11179000	2007-12-27	7.2	A	5.7	A					20	A	18	A	0.95	A		
USGS	11179000	2007-12-28	8.1	A	7.2	A					27	A	13	A	0.92	A		
USGS	11179000	2007-12-29	9.4	A	7.8	A					41	A	15	A	1.8	A		
USGS	11179000	2007-12-30	10.4	A	8.6	A					32	A	12	A	1.0	A		
USGS	11179000	2007-12-31	8.6	A	6.7	A					22	A	11	A	0.68	A		
USGS	11179000	2008-01-01	8.4	A	6.3	A					22	A	11	A	0.68	A		
USGS	11179000	2008-01-02	8.3	A	6.2	A					19	A	10	A	0.53	A		
USGS	11179000	2008-01-03	9.5	A	7.3	A					42	A	29	A	8.9	A		
USGS	11179000	2008-01-04	11.7	A	9.5	A					2320	A	2360	A	32900	A		
USGS	11179000	2008-01-05	10.7	A	8.8	A					1370	A	1190	A	5130	A		
USGS	11179000	2008-01-06	9.1	A	8.3	A					621	A	255	A	618	A		
USGS	11179000	2008-01-07	10.0	A	8.9	A					151	A	56	A	24	A		
USGS	11179000	2008-01-08	9.9	A	8.7	A					94	A	35	A	9.5	A		
USGS	11179000	2008-01-09	10.4	A	9.4	A					82	A	36	A	8.7	A		
USGS	11179000	2008-01-10	11.2	A	9.9	A					55	A	27	A	4.1	A		
USGS	11179000	2008-01-11	12.3	A	10.8	A					50	A	16	A	2.2	A		
USGS	11179000	2008-01-12	12.4	A	10.4	A					43	A	10	A	1.2	A		
USGS	11179000	2008-01-13	11.8	A	9.8	A					36	A	14	A	1.4	A		
USGS	11179000	2008-01-14	10.8	A	9.1	A					33	A	11	A	1.0	A		
USGS	11179000	2008-01-15	10.5	A	8.7	A					35	A	9	A	0.88	A		
USGS	11179000	2008-01-16	9.4	A	7.8	A					33	A	9	A	0.77	A		
USGS	11179000	2008-01-17	9.2	A	7.1	A					32	A	6	A	0.50	A		
USGS	11179000	2008-01-18	9.1	A	6.7	A					30	A	4	A	0.32	A		
USGS	11179000	2008-01-19	9.1	A	6.5	A					51	A	12	A	1.8	A		
USGS	11179000	2008-01-20	9.3	A	7.7	A					52	A	14	A	2.0	A		
USGS	11179000	2008-01-21	9.7	A	8.4	A					30	A	7	A	0.64	A		
USGS	11179000	2008-01-22	9.1	A	7.9	A					341	A	161	A	223	A		
USGS	11179000	2008-01-23	8.7	A	8.2	A					215	A	88	A	60	A		
USGS	11179000	2008-01-24	8.8	A	7.9	A					93	A	25	A	6.3	A		
USGS	11179000	2008-01-25	10.1	A	8.1	A					245	A	84	A	166	A		
USGS	11179000	2008-01-26	10.4	A	9.6	A					426	A	181	A	239	A		
USGS	11179000	2008-01-27	11.1	A	10.3	A					456	A	189	A	282	A		
USGS	11179000	2008-01-28	10.6	A	8.8	A					500	A	152	A	221	A		
USGS	11179000	2008-01-29	8.8	A	7.6	A					207	A	75	A	45	A		
USGS	11179000	2008-01-30	9.8	A	7.9	A					163	A	92	A	44	A		
USGS	11179000	2008-01-31	9.9	A	8.5	A					186	A	83	A	105	A		
USGS	11179000	2008-02-01	9.9	A	8.4	A					403	A	119	A	166	A		
USGS	11179000	2008-02-02	9.1	A	7.9	A					152	A	38	A	18	A		
USGS	11179000	2008-02-03	9.8	A	9.1	A					1010	A	419	A	1190	A		
USGS	11179000	2008-02-04	9.3	A	7.6	A					326	A	164	A	157	A		
USGS	11179000	2008-02-05	9.3	A	6.9	A					158	A	66	A	29	A		
USGS	11179000	2008-02-06	10.1	A	8.4	A					141	A	30	A	11	A		
USGS	11179000	2008-02-07	10.5	A	8.0	A					106	A	22	A	6.3	A		
USGS	11179000	2008-02-08	10.6	A	9.1	A					386	A	100	A	138	A		
USGS	11179000	2008-02-09	11.1	A	8.6	A					356	A	73	A	71	A		
USGS	11179000	2008-02-10	11.5	A	8.8	A					284	A	65	A	50	A		
USGS	11179000	2008-02-11	11.7	A	9.1	A					279	A	61	A	46	A		
USGS	11179000	2008-02-12	12.4	A	9.3	A					163	A	109	A	46	A		
USGS	11179000	2008-02-13	13.1	A	10.3	A					76	A	55	A	11	A		
USGS	11179000	2008-02-14	11.7	A	8.6	A					62	A	37	A	6.2	A		
USGS	11179000	2008-02-15	11.9	A	7.6	A					51	A	29	A	4.1	A		
USGS	11179000	2008-02-16	12.4	A	8.0	A					47	A	24	A	3.0	A		
USGS	11179000	2008-02-17	12.9	A	9.3	A					42	A	22	A	2.5	A		
USGS	11179000	2008-02-18	12.8	A	10.4	A					38	A	20	A	2.0	A		
USGS	11179000	2008-02-19	12.9	A	11.0	A					45	A	23	A	2.9	A		
USGS	11179000	2008-02-20	13.3	A	11.5	A					314	A	456	A	621	A		
USGS	11179000	2008-02-21	12.5	A	11.2	A					106	A	94	A	31	A		
USGS	11179000	2008-02-22	13.2	A	11.6	A					126	A	78	A	28	A		
USGS	11179000	2008-02-23	12.0	A	10.1	A					132	A	79	A	58	A		
USGS	11179000	2008-02-24	10.8	A	9.9	A					1020	A	414	A	1540	A		
USGS	11179000	2008-02-25	11.5	A	10.3	A					716	A	173	A	383	A		
USGS	11179000	2008-02-26	12.7	A	9.4	A					272	A	66	A	49	A		
USGS	11179000	2008-02-27	13.8	A	10.7	A					166	A	60	A	27	A		
USGS	11179000	2008-02-28	14.7	A	11.1	A					124	A	34	A	11	A		
USGS	11179000	2008-02-29	15.2	A	11.5	A					97	A	25	A	6.5	A		
USGS	11179000	2008-03-01	15.2	A	12.3	A					76	A	17	A	3.5	A		
USGS	11179000	2008-03-02	14.2	A	10.5	A					67	A	16	A	2.9	A		
USGS	11179000	2008-03-03	14.7	A	9.9	A					59	A	14	A	2.3	A		
USGS	11179000	2008-03-04	15.1	A	10.1	A					58	A	14	A	2.2	A		
USGS	11179000	2008-03-05	15.3	A	10.3	A					56	A	14	A	2.2	A		
USGS	11179000	2008-03-06	13.6	A	10.1	A					54	A	13	A	1.9	A		
USGS	11179000	2008-03-07	14.4	A	10.1	A					49	A	9	A	1.3	A		
USGS	11179000	2008-03-08	16.2	A	11.3	A					47	A	16	A	2.0	A		
USGS	11179000	2008-03-09	16.2	A	11.1	A					45	A	18	A	2.2	A		
USGS	11179000	2008-03-10	16.6	A	12.0	A					43	A	17	A	2.0	A		
USGS	11179000	2008-03-11	15.7	A	12.7	A					42	A	15	A	1.7	A		
USGS	11179000	2008-03-12	16.0	A	12.6	A					41	A	13	A	1.4	A		
USGS	11179000	2008-03-13	16.5	A	13.8	A					41	A	10	A	1.1	A		
USGS	11179000	2008-03-14	15.8	A	13.2	A					43	A	10	A	1.2	A		
USGS	11179000	2008-03-15	14.9	A	12.0	A					61	A	13	A	2.1	A		
USGS	11179000	2008-03-16	15.4	A	10.2	A					48	A	11	A	1.5	A		
USGS	11179000	2008-03-17	15.6	A	10.2	A					38	A	10	A	1.1	A		
USGS	11179000	2008-03-18	16.9	A	11.7	A					40	A	11	A	1.1	A		
USGS	11179000	2008-03-19	15.7	A	13.2	A					36	A	14	A	1.4	A		
USGS	11179000	2008-03-20	16.8	A	13.1	A					30	A	11	A	0.92	A		
USGS	11179000	2008-03-21	16.4	A	11.4	A					30	A	11	A	0.90	A		
USGS	11179000	2008-03-22	16.9	A	11.6	A					32	A	11	A	0.94	A		
USGS	11179000	2008-03-23	17.3	A	12.2	A					32	A	11	A	0.94	A		
USGS	11179000	2008-03-24	17.7	A	12.4	A					31	A	10	A	0.86	A		
USGS	11179000	2008-03-25	18.2	A	14.4	A					31	A	10	A	0.86	A		
USGS	11179000	2008-03-26	17.4	A	13.1	A					30	A	8	A	0.62	A		
USGS	11179000	2008-03-27	16.1	A	12.3	A					29	A	6	A	0.49	A		
USGS	11179000	2008-03-28	15.8	A	12.1	A					31	A	6	A	0.49	A		
USGS	11179000	2008-03-29	16.5	A	14.1	A					31	A	6	A	0.50	A		
USGS	11179000	2008-03-30	16.9	A	12.8	A					30	A	6	A	0.49	A		
USGS	11179000	2008-03-31	16.5	A	11.7	A					28	A	8	A	0.60	A		
USGS	11179000	2008-04-01	17.3	A	12.4	A					27	A	12	A	0.89	A		
USGS	11179000	2008-04-02	15.8	A	12.8	A					27	A	12	A	0.87	A		
USGS	11179000	2008-04-03	18.0	A	12.8	A					28	A	8	A	0.64	A		
USGS	11179000	2008-04-04	16.6	A	12.8	A					29	A	9	A	0.74	A		
USGS	11179000	2008-04-05	17.0	A	13.0	A					29	A	10	A	0.78	A		
USGS	11179000	2008-04-06	16.0	A	13.3	A					27	A	11	A	0.77	A		
USGS	11179000	2008-04-07	17.3	A	12.1	A					26	A	11	A	0.76	A		
USGS	11179000	2008-04-08	15.8	A	12.5	A					23	A	14	A	0.84	A		
USGS	11179000	2008-04-09	18.2	A	12.7	A					22	A	14	A	0.85	A		
USGS	11179000	2008-04-10	18.5	A	12.9	A					23	A	11	A	0.66	A		
USGS	11179000	2008-04-11	19.8	A	13.6	A					22	A	8	A	0.49	A		
USGS	11179000	2008-04-12	21.0	A	14.8	A					23	A	7	A	0.43	A		
USGS	11179000	2008-04-13	21.9	A	16.3	A					24	A	6	A	0.41	A		
USGS	11179000	2008-04-14	19.5	A	15.8	A					22	A	6	A	0.34	A		
USGS	11179000	2008-04-15	18.1	A	12.9	A					24	A	5	A	0.33	A		
USGS	11179000	2008-04-16	18.5	A	12.9	A					24	A	6	A	0.36	A		
USGS	11179000	2008-04-17	20.0	A	13.9	A					26	A	5	A	0.37	A		
USGS	11179000	2008-04-18	20.1	A	15.0	A					28	A	8	A	0.63	A		
USGS	11179000	2008-04-19	17.4	A	13.6	A					29	A	10	A	0.81	A		
USGS	11179000	2008-04-20	16.7	A	11.8	A					28	A	10	A	0.73	A		
USGS	11179000	2008-04-21	16.6	A	12.2	A					29	A	12	A	0.96	A		
USGS	11179000	2008-04-22	16.2	A	13.1	A					27	A	12	A	0.85	A		
USGS	11179000	2008-04-23	17.7	A	14.2	A					32	A	4	A	0.34	A		
USGS	11179000	2008-04-24	17.7	A	12.3	A					33	A	2	A	0.18	A		
USGS	11179000	2008-04-25	19.1	A	13.5	A					36	A	3	A	0.25	A		
USGS	11179000	2008-04-26	20.7	A	14.7	A					44	A	4	A	0.54	A		
USGS	11179000	2008-04-27	22.0	A	16.2	A					49	A	6	A	0.78	A		
USGS	11179000	2008-04-28	20.5	A	16.3	A					43	A	5	A	0.58	A		
USGS	11179000	2008-04-29	19.5	A	16.0	A					42	A	8	A	0.87	A		
USGS	11179000	2008-04-30	18.6	A	13.8	A					39	A	5	A	0.50	A		
USGS	11179000	2008-05-01	19.4	A	13.7	A					39	A						
USGS	11179000	2008-05-02	17.9	A	14.3	A					37	A						
USGS	11179000	2008-05-03	19.9	A	14.9	A					38	A						
USGS	11179000	2008-05-04	18.5	A	15.2	A					40	A						
USGS	11179000	2008-05-05	20.1	A	14.4	A					41	A						
USGS	11179000	2008-05-06	20.9	A	15.9	A					40	A						
USGS	11179000	2008-05-07	19.6	A	15.6	A					37	A						
USGS	11179000	2008-05-08	20.3	A	15.2	A					40	A						
USGS	11179000	2008-05-09	19.9	A	15.1	A					42	A						
USGS	11179000	2008-05-10	20.4	A	14.8	A					41	A						
USGS	11179000	2008-05-11	20.1	A	16.3	A					41	A						
USGS	11179000	2008-05-12	20.2	A	15.0	A					41	A						
USGS	11179000	2008-05-13	21.2	A	15.1	A					41	A						
USGS	11179000	2008-05-14	22.5	A	16.6	A					39	A						
USGS	11179000	2008-05-15	25.0	A	18.7	A					32	A						
USGS	11179000	2008-05-16	26.1	A	20.1	A					29	A						
USGS	11179000	2008-05-17	25.7	A	20.3	A					28	A						
USGS	11179000	2008-05-18	24.9	A	19.1	A					29	A						
USGS	11179000	2008-05-19	24.0	A	18.8	A					27	A						
USGS	11179000	2008-05-20	23.2	A	18.8	A					27	A						
USGS	11179000	2008-05-21	22.1	A	17.1	A					27	A						
USGS	11179000	2008-05-22	21.9	A	16.4	A					28	A						
USGS	11179000	2008-05-23	21.1	A	16.6	A					50	A						
USGS	11179000	2008-05-24	19.0	A	16.7	A					66	A						
USGS	11179000	2008-05-25	20.7	A	15.9	A					68	A						
USGS	11179000	2008-05-26	19.0	A	15.9	A					57	A						
USGS	11179000	2008-05-27	20.7	A	16.3	A					37	A						
USGS	11179000	2008-05-28	20.8	A	15.8	A					38	A						
USGS	11179000	2008-05-29	21.5	A	16.1	A					38	A						
USGS	11179000	2008-05-30	22.2	A	17.1	A					35	A						
USGS	11179000	2008-05-31	20.0	A	16.7	A					38	A						
USGS	11179000	2008-06-01	21.7	A	16.4	A					38	A						
USGS	11179000	2008-06-02	21.6	A	16.0	A					35	A						
USGS	11179000	2008-06-03	20.1	A	16.6	A					33	A						
USGS	11179000	2008-06-04	21.9	A	16.6	A					34	A						
USGS	11179000	2008-06-05	22.3	A	16.4	A					32	A						
USGS	11179000	2008-06-06	22.8	A	17.6	A					28	A						
USGS	11179000	2008-06-07	22.8	A	16.2	A					24	A						
USGS	11179000	2008-06-08	23.8	A	17.1	A					22	A						
USGS	11179000	2008-06-09	25.2	A	18.2	A					20	A						
USGS	11179000	2008-06-10	25.6	A	19.3	A					21	A						
USGS	11179000	2008-06-11	24.7	A	18.7	A					22	A						
USGS	11179000	2008-06-12	25.7	A	19.0	A					20	A						
USGS	11179000	2008-06-13	25.6	A	19.7	A					24	A						
USGS	11179000	2008-06-14	24.5	A	19.2	A					39	A						
USGS	11179000	2008-06-15	24.2	A	18.8	A					45	A						
USGS	11179000	2008-06-16	23.4	A	17.9	A					47	A						
USGS	11179000	2008-06-17	24.2	A	17.6	A					47	A						
USGS	11179000	2008-06-18	25.2	A	18.7	A					33	A						
USGS	11179000	2008-06-19	25.6	A	19.0	A					23	A						
USGS	11179000	2008-06-20	26.7	A	20.1	A					36	A						
USGS	11179000	2008-06-21	26.1	A	21.2	A					48	A						
USGS	11179000	2008-06-22	25.1	A	20.0	A					49	A						
USGS	11179000	2008-06-23	23.7	A	18.7	A					50	A						
USGS	11179000	2008-06-24	23.8	A	18.9	A					57	A						
USGS	11179000	2008-06-25	22.8	A	18.5	A					53	A						
USGS	11179000	2008-06-26	23.5	A	18.2	A					50	A						
USGS	11179000	2008-06-27	24.2	A	19.4	A					52	A						
USGS	11179000	2008-06-28	24.1	A	19.5	A					47	A						
USGS	11179000	2008-06-29	24.1	A	19.5	A					56	A						
USGS	11179000	2008-06-30	24.2	A	19.1	A					50	A						
USGS	11179000	2008-07-01	23.9	A	19.5	A					52	A						
USGS	11179000	2008-07-02									32	A						
USGS	11179000	2008-07-03	25.5	A	19.1	A					25	A						
USGS	11179000	2008-07-04	24.2	A	19.5	A					44	A						
USGS	11179000	2008-07-05	25.3	A	19.7	A					53	A						
USGS	11179000	2008-07-06									52	A						
USGS	11179000	2008-07-07									53	A						
USGS	11179000	2008-07-08									55	A						
USGS	11179000	2008-07-09	27.9	A	22.7	A					54	A						
USGS	11179000	2008-07-10	27.6	A	22.6	A					55	A						
USGS	11179000	2008-07-11	25.9	A	21.5	A					53	A						
USGS	11179000	2008-07-12	26.4	A	21.9	A					54	A						
USGS	11179000	2008-07-13	26.9	A	21.8	A					52	A						
USGS	11179000	2008-07-14	26.4	A	22.1	A					54	A						
USGS	11179000	2008-07-15	25.3	A	21.2	A					57	A						
USGS	11179000	2008-07-16	25.3	A	20.6	A					55	A						
USGS	11179000	2008-07-17	25.1	A	20.2	A					57	A						
USGS	11179000	2008-07-18	25.0	A	19.6	A					57	A						
USGS	11179000	2008-07-19	24.7	A	19.6	A					59	A						
USGS	11179000	2008-07-20	23.3	A	19.0	A					57	A						
USGS	11179000	2008-07-21	22.2	A	18.8	A					58	A						
USGS	11179000	2008-07-22	24.5	A	18.7	A					60	A						
USGS	11179000	2008-07-23	25.1	A	19.6	A					58	A						
USGS	11179000	2008-07-24	24.6	A	19.1	A					57	A						
USGS	11179000	2008-07-25	24.5	A	19.3	A					57	A						
USGS	11179000	2008-07-26	25.5	A	19.5	A					56	A						
USGS	11179000	2008-07-27	24.8	A	20.1	A					56	A						
USGS	11179000	2008-07-28	24.3	A	19.9	A					58	A						
USGS	11179000	2008-07-29	23.9	A	19.6	A					60	A						
USGS	11179000	2008-07-30	24.5	A	19.5	A					60	A						
USGS	11179000	2008-07-31	24.0	A	19.1	A					62	A						
USGS	11179000	2008-08-01	23.9	A	18.7	A					61	A						
USGS	11179000	2008-08-02	24.6	A	19.1	A					59	A						
USGS	11179000	2008-08-03	23.9	A	19.0	A					65	A						
USGS	11179000	2008-08-04	24.1	A	19.0	A					56	A						
USGS	11179000	2008-08-05	23.3	A	19.0	A					51	A						
USGS	11179000	2008-08-06	24.3	A	19.6	A					50	A						
