# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-03-06 14:10:12 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11460000 CORTE MADERA C A ROSS CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11460000
#            TS   parameter     statistic     Description
#         11304       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	11304_00060_00003	11304_00060_00003_cd
USGS	11460000	2013-08-30	0.00	A
USGS	11460000	2013-08-31	0.00	A
USGS	11460000	2013-09-01	0.00	A
USGS	11460000	2013-09-02	0.00	A
USGS	11460000	2013-09-03	0.00	A
USGS	11460000	2013-09-04	0.00	A
USGS	11460000	2013-09-05	0.00	A
USGS	11460000	2013-09-06	0.00	A
USGS	11460000	2013-09-07	0.00	A
USGS	11460000	2013-09-08	0.00	A
USGS	11460000	2013-09-09	0.00	A
USGS	11460000	2013-09-10	0.00	A
USGS	11460000	2013-09-11	0.00	A
USGS	11460000	2013-09-12	0.05	A
USGS	11460000	2013-09-13	0.01	A
USGS	11460000	2013-09-14	0.00	A
USGS	11460000	2013-09-15	0.00	A
USGS	11460000	2013-09-16	0.00	A
USGS	11460000	2013-09-17	0.00	A
USGS	11460000	2013-09-18	0.00	A
USGS	11460000	2013-09-19	0.00	A
USGS	11460000	2013-09-20	0.00	A
USGS	11460000	2013-09-21	11	A
USGS	11460000	2013-09-22	0.24	A
USGS	11460000	2013-09-23	0.09	A
USGS	11460000	2013-09-24	0.04	A
USGS	11460000	2013-09-25	0.03	A
USGS	11460000	2013-09-26	0.02	A
USGS	11460000	2013-09-27	0.01	A
USGS	11460000	2013-09-28	0.00	A
USGS	11460000	2013-09-29	0.00	A
USGS	11460000	2013-09-30	0.02	A
USGS	11460000	2013-10-01	0.03	A
USGS	11460000	2013-10-02	0.06	A
USGS	11460000	2013-10-03	0.01	A
USGS	11460000	2013-10-04	0.00	A
USGS	11460000	2013-10-05	0.00	A
USGS	11460000	2013-10-06	0.00	A
USGS	11460000	2013-10-07	0.00	A
USGS	11460000	2013-10-08	0.00	A
USGS	11460000	2013-10-09	0.00	A
USGS	11460000	2013-10-10	0.00	A
USGS	11460000	2013-10-11	0.00	A
USGS	11460000	2013-10-12	0.00	A
USGS	11460000	2013-10-13	0.00	A
USGS	11460000	2013-10-14	0.00	A
USGS	11460000	2013-10-15	0.00	A
USGS	11460000	2013-10-16	0.00	A
USGS	11460000	2013-10-17	0.00	A
USGS	11460000	2013-10-18	0.00	A
USGS	11460000	2013-10-19	0.00	A
USGS	11460000	2013-10-20	0.00	A
USGS	11460000	2013-10-21	0.01	A
USGS	11460000	2013-10-22	0.04	A
USGS	11460000	2013-10-23	0.04	A
USGS	11460000	2013-10-24	0.06	A
USGS	11460000	2013-10-25	0.06	A
USGS	11460000	2013-10-26	0.06	A
USGS	11460000	2013-10-27	0.06	A
USGS	11460000	2013-10-28	0.05	A
USGS	11460000	2013-10-29	0.49	A
USGS	11460000	2013-10-30	0.19	A
USGS	11460000	2013-10-31	0.07	A
USGS	11460000	2013-11-01	0.07	A
USGS	11460000	2013-11-02	0.07	A
USGS	11460000	2013-11-03	0.07	A
USGS	11460000	2013-11-04	0.07	A
USGS	11460000	2013-11-05	0.07	A
USGS	11460000	2013-11-06	0.08	A
USGS	11460000	2013-11-07	0.11	A
USGS	11460000	2013-11-08	0.11	A
USGS	11460000	2013-11-09	0.14	A
USGS	11460000	2013-11-10	0.16	A
USGS	11460000	2013-11-11	0.20	A
USGS	11460000	2013-11-12	0.24	A
USGS	11460000	2013-11-13	0.22	A
USGS	11460000	2013-11-14	0.28	A
USGS	11460000	2013-11-15	0.23	A
USGS	11460000	2013-11-16	0.25	A
USGS	11460000	2013-11-17	0.36	A
USGS	11460000	2013-11-18	0.50	A
USGS	11460000	2013-11-19	8.6	A
USGS	11460000	2013-11-20	12	A
USGS	11460000	2013-11-21	0.88	A
USGS	11460000	2013-11-22	0.37	A
USGS	11460000	2013-11-23	0.43	A
USGS	11460000	2013-11-24	0.39	A
USGS	11460000	2013-11-25	0.41	A
USGS	11460000	2013-11-26	0.43	A
USGS	11460000	2013-11-27	0.46	A
USGS	11460000	2013-11-28	0.45	A
USGS	11460000	2013-11-29	0.43	A
USGS	11460000	2013-11-30	0.45	A
USGS	11460000	2013-12-01	0.48	A
USGS	11460000	2013-12-02	0.65	A
USGS	11460000	2013-12-03	0.99	A
USGS	11460000	2013-12-04	1.1	A
USGS	11460000	2013-12-05	1.1	A
USGS	11460000	2013-12-06	11	A
USGS	11460000	2013-12-07	6.4	A
USGS	11460000	2013-12-08	0.57	A
USGS	11460000	2013-12-09	0.43	A
USGS	11460000	2013-12-10	0.43	A
USGS	11460000	2013-12-11	0.43	A
USGS	11460000	2013-12-12	0.43	A
USGS	11460000	2013-12-13	0.43	A
USGS	11460000	2013-12-14	0.43	A
USGS	11460000	2013-12-15	0.41	A
USGS	11460000	2013-12-16	0.41	A
USGS	11460000	2013-12-17	0.48	A
USGS	11460000	2013-12-18	0.37	A
USGS	11460000	2013-12-19	0.43	A
USGS	11460000	2013-12-20	0.42	A
USGS	11460000	2013-12-21	0.45	A
USGS	11460000	2013-12-22	0.43	A
USGS	11460000	2013-12-23	0.43	A
USGS	11460000	2013-12-24	0.49	A
USGS	11460000	2013-12-25	0.54	A
USGS	11460000	2013-12-26	0.65	A
USGS	11460000	2013-12-27	0.83	A
USGS	11460000	2013-12-28	0.85	A
USGS	11460000	2013-12-29	0.96	A
USGS	11460000	2013-12-30	0.95	A
USGS	11460000	2013-12-31	1.0	A
USGS	11460000	2014-01-01	1.1	A
USGS	11460000	2014-01-02	0.78	A
USGS	11460000	2014-01-03	0.56	A
USGS	11460000	2014-01-04	0.61	A
USGS	11460000	2014-01-05	0.64	A
USGS	11460000	2014-01-06	0.78	A
USGS	11460000	2014-01-07	0.73	A
USGS	11460000	2014-01-08	0.84	A
USGS	11460000	2014-01-09	0.86	A
USGS	11460000	2014-01-10	0.94	A
USGS	11460000	2014-01-11	0.76	A
USGS	11460000	2014-01-12	0.72	A
USGS	11460000	2014-01-13	0.72	A
USGS	11460000	2014-01-14	0.71	A
USGS	11460000	2014-01-15	0.72	A
USGS	11460000	2014-01-16	0.63	A
USGS	11460000	2014-01-17	0.65	A
USGS	11460000	2014-01-18	0.70	A
USGS	11460000	2014-01-19	0.70	A
USGS	11460000	2014-01-20	0.63	A
USGS	11460000	2014-01-21	0.63	A
USGS	11460000	2014-01-22	0.47	A
USGS	11460000	2014-01-23	0.43	A
USGS	11460000	2014-01-24	0.42	A
USGS	11460000	2014-01-25	0.41	A
USGS	11460000	2014-01-26	0.38	A
USGS	11460000	2014-01-27	0.40	A
USGS	11460000	2014-01-28	0.43	A
USGS	11460000	2014-01-29	0.43	A
USGS	11460000	2014-01-30	0.45	A
USGS	11460000	2014-01-31	0.45	A
USGS	11460000	2014-02-01	0.38	A
USGS	11460000	2014-02-02	8.2	A
USGS	11460000	2014-02-03	0.35	A
USGS	11460000	2014-02-04	0.09	A
USGS	11460000	2014-02-05	0.15	A
USGS	11460000	2014-02-06	17	A
USGS	11460000	2014-02-07	83	A
USGS	11460000	2014-02-08	411	A
USGS	11460000	2014-02-09	540	A
USGS	11460000	2014-02-10	187	A
USGS	11460000	2014-02-11	45	A
USGS	11460000	2014-02-12	19	A
USGS	11460000	2014-02-13	12	A
USGS	11460000	2014-02-14	8.1	A
USGS	11460000	2014-02-15	6.5	A
USGS	11460000	2014-02-16	7.2	A
USGS	11460000	2014-02-17	5.2	A
USGS	11460000	2014-02-18	4.5	A
USGS	11460000	2014-02-19	4.1	A
USGS	11460000	2014-02-20	3.5	A
USGS	11460000	2014-02-21	3.2	A
USGS	11460000	2014-02-22	3.0	A
USGS	11460000	2014-02-23	2.9	A
USGS	11460000	2014-02-24	2.7	A
USGS	11460000	2014-02-25	2.7	A
USGS	11460000	2014-02-26	117	A
USGS	11460000	2014-02-27	88	A
USGS	11460000	2014-02-28	359	A
USGS	11460000	2014-03-01	140	A
USGS	11460000	2014-03-02	65	A
USGS	11460000	2014-03-03	44	A
USGS	11460000	2014-03-04	72	A
USGS	11460000	2014-03-05	51	A
USGS	11460000	2014-03-06	77	A
USGS	11460000	2014-03-07	43	A
USGS	11460000	2014-03-08	28	A
USGS	11460000	2014-03-09	20	A
USGS	11460000	2014-03-10	14	A
USGS	11460000	2014-03-11	11	A
USGS	11460000	2014-03-12	8.5	A
USGS	11460000	2014-03-13	7.0	A
USGS	11460000	2014-03-14	6.1	A
USGS	11460000	2014-03-15	5.2	A
USGS	11460000	2014-03-16	4.6	A
USGS	11460000	2014-03-17	4.2	A
USGS	11460000	2014-03-18	3.9	A
USGS	11460000	2014-03-19	3.7	A
USGS	11460000	2014-03-20	3.4	A
USGS	11460000	2014-03-21	3.1	A
USGS	11460000	2014-03-22	2.9	A
USGS	11460000	2014-03-23	2.7	A
USGS	11460000	2014-03-24	2.7	A
USGS	11460000	2014-03-25	2.7	A
USGS	11460000	2014-03-26	6.1	A
USGS	11460000	2014-03-27	14	A
USGS	11460000	2014-03-28	3.1	A
USGS	11460000	2014-03-29	69	A
USGS	11460000	2014-03-30	20	A
USGS	11460000	2014-03-31	95	A
USGS	11460000	2014-04-01	140	A
USGS	11460000	2014-04-02	154	A
USGS	11460000	2014-04-03	72	A
USGS	11460000	2014-04-04	69	A
USGS	11460000	2014-04-05	40	A
USGS	11460000	2014-04-06	27	A
USGS	11460000	2014-04-07	21	A
USGS	11460000	2014-04-08	17	A
USGS	11460000	2014-04-09	13	A
USGS	11460000	2014-04-10	11	A
USGS	11460000	2014-04-11	9.5	A
USGS	11460000	2014-04-12	8.4	A
USGS	11460000	2014-04-13	7.4	A
USGS	11460000	2014-04-14	6.7	A
USGS	11460000	2014-04-15	6.2	A
USGS	11460000	2014-04-16	5.7	A
USGS	11460000	2014-04-17	5.4	A
USGS	11460000	2014-04-18	4.9	A
USGS	11460000	2014-04-19	4.6	A
USGS	11460000	2014-04-20	4.3	A
USGS	11460000	2014-04-21	4.1	A
USGS	11460000	2014-04-22	4.0	A
USGS	11460000	2014-04-23	3.9	A
USGS	11460000	2014-04-24	3.9	A
USGS	11460000	2014-04-25	7.7	A
USGS	11460000	2014-04-26	3.1	A
USGS	11460000	2014-04-27	2.4	A
USGS	11460000	2014-04-28	2.3	A
USGS	11460000	2014-04-29	2.4	A
USGS	11460000	2014-04-30	2.0	A
USGS	11460000	2014-05-01	1.9	A
USGS	11460000	2014-05-02	1.6	A
USGS	11460000	2014-05-03	1.6	A
USGS	11460000	2014-05-04	1.6	A
USGS	11460000	2014-05-05	1.5	A
USGS	11460000	2014-05-06	1.5	A
USGS	11460000	2014-05-07	1.5	A
USGS	11460000	2014-05-08	1.4	A
USGS	11460000	2014-05-09	1.4	A
USGS	11460000	2014-05-10	1.4	A
USGS	11460000	2014-05-11	1.4	A
USGS	11460000	2014-05-12	1.3	A
USGS	11460000	2014-05-13	1.2	A
USGS	11460000	2014-05-14	1.1	A
USGS	11460000	2014-05-15	1.1	A
USGS	11460000	2014-05-16	1.0	A
USGS	11460000	2014-05-17	1.0	A
USGS	11460000	2014-05-18	1.1	A
USGS	11460000	2014-05-19	1.2	A
USGS	11460000	2014-05-20	1.2	A
USGS	11460000	2014-05-21	1.1	A
USGS	11460000	2014-05-22	1.1	A
USGS	11460000	2014-05-23	0.99	A
USGS	11460000	2014-05-24	0.95	A
USGS	11460000	2014-05-25	0.93	A
USGS	11460000	2014-05-26	0.90	A
USGS	11460000	2014-05-27	0.88	A
USGS	11460000	2014-05-28	0.84	A
USGS	11460000	2014-05-29	0.82	A
USGS	11460000	2014-05-30	0.81	A
USGS	11460000	2014-05-31	0.86	A
USGS	11460000	2014-06-01	0.85	A
USGS	11460000	2014-06-02	0.87	A
USGS	11460000	2014-06-03	0.90	A
USGS	11460000	2014-06-04	0.87	A
USGS	11460000	2014-06-05	0.78	A
USGS	11460000	2014-06-06	0.83	A
USGS	11460000	2014-06-07	0.83	A
USGS	11460000	2014-06-08	0.81	A
USGS	11460000	2014-06-09	0.71	A
USGS	11460000	2014-06-10	0.70	A
USGS	11460000	2014-06-11	0.69	A
USGS	11460000	2014-06-12	0.70	A
USGS	11460000	2014-06-13	0.72	A
USGS	11460000	2014-06-14	0.68	A
USGS	11460000	2014-06-15	0.71	A
USGS	11460000	2014-06-16	0.71	A
USGS	11460000	2014-06-17	0.64	A
USGS	11460000	2014-06-18	0.60	A
USGS	11460000	2014-06-19	0.58	A
USGS	11460000	2014-06-20	0.60	A
USGS	11460000	2014-06-21	0.51	A
USGS	11460000	2014-06-22	0.62	A
USGS	11460000	2014-06-23	0.60	A
USGS	11460000	2014-06-24	0.53	A
USGS	11460000	2014-06-25	0.84	A
USGS	11460000	2014-06-26	1.0	A
USGS	11460000	2014-06-27	0.89	A
USGS	11460000	2014-06-28	0.83	A
USGS	11460000	2014-06-29	0.81	A
USGS	11460000	2014-06-30	0.70	A
USGS	11460000	2014-07-01	0.58	A
USGS	11460000	2014-07-02	0.59	A
USGS	11460000	2014-07-03	0.62	A
USGS	11460000	2014-07-04	0.66	A
USGS	11460000	2014-07-05	0.55	A
USGS	11460000	2014-07-06	0.42	A
USGS	11460000	2014-07-07	0.45	A
USGS	11460000	2014-07-08	0.46	A
USGS	11460000	2014-07-09	0.40	A
USGS	11460000	2014-07-10	0.37	A
USGS	11460000	2014-07-11	0.42	A
USGS	11460000	2014-07-12	0.40	A
USGS	11460000	2014-07-13	0.36	A
USGS	11460000	2014-07-14	0.34	A
USGS	11460000	2014-07-15	0.25	A
USGS	11460000	2014-07-16	0.12	A
USGS	11460000	2014-07-17	0.17	A
USGS	11460000	2014-07-18	0.18	A
USGS	11460000	2014-07-19	0.18	A
USGS	11460000	2014-07-20	0.20	A
USGS	11460000	2014-07-21	0.32	A
USGS	11460000	2014-07-22	0.38	A
USGS	11460000	2014-07-23	0.25	A
USGS	11460000	2014-07-24	0.12	A
USGS	11460000	2014-07-25	0.02	A
USGS	11460000	2014-07-26	0.00	A
USGS	11460000	2014-07-27	0.00	A
USGS	11460000	2014-07-28	0.00	A
USGS	11460000	2014-07-29	0.00	A
USGS	11460000	2014-07-30	0.00	A
USGS	11460000	2014-07-31	0.00	A
USGS	11460000	2014-08-01	0.00	A
USGS	11460000	2014-08-02	0.00	A
USGS	11460000	2014-08-03	0.00	A
USGS	11460000	2014-08-04	0.00	A
USGS	11460000	2014-08-05	0.00	A
USGS	11460000	2014-08-06	0.00	A
USGS	11460000	2014-08-07	0.00	A
USGS	11460000	2014-08-08	0.00	A
USGS	11460000	2014-08-09	0.00	A
USGS	11460000	2014-08-10	0.00	A
USGS	11460000	2014-08-11	0.00	A
USGS	11460000	2014-08-12	0.00	A
USGS	11460000	2014-08-13	0.00	A
USGS	11460000	2014-08-14	0.00	A
USGS	11460000	2014-08-15	0.45	A
USGS	11460000	2014-08-16	0.00	A
USGS	11460000	2014-08-17	0.00	A
USGS	11460000	2014-08-18	0.10	A
USGS	11460000	2014-08-19	0.00	A
USGS	11460000	2014-08-20	0.00	A
USGS	11460000	2014-08-21	0.00	A
USGS	11460000	2014-08-22	0.00	A
USGS	11460000	2014-08-23	0.00	A
USGS	11460000	2014-08-24	0.00	A
USGS	11460000	2014-08-25	0.00	A
USGS	11460000	2014-08-26	0.00	A
USGS	11460000	2014-08-27	0.00	A
USGS	11460000	2014-08-28	0.00	A
USGS	11460000	2014-08-29	0.00	A
USGS	11460000	2014-08-30	0.00	A
USGS	11460000	2014-08-31	0.00	A
USGS	11460000	2014-09-01	0.00	A
USGS	11460000	2014-09-02	0.00	A
USGS	11460000	2014-09-03	0.00	A
USGS	11460000	2014-09-04	0.00	A
USGS	11460000	2014-09-05	0.00	A
USGS	11460000	2014-09-06	0.00	A
USGS	11460000	2014-09-07	0.00	A
USGS	11460000	2014-09-08	0.00	A
USGS	11460000	2014-09-09	0.00	A
USGS	11460000	2014-09-10	0.00	A
USGS	11460000	2014-09-11	0.00	A
USGS	11460000	2014-09-12	0.15	A
USGS	11460000	2014-09-13	0.00	A
USGS	11460000	2014-09-14	0.00	A
USGS	11460000	2014-09-15	0.00	A
USGS	11460000	2014-09-16	0.00	A
USGS	11460000	2014-09-17	0.00	A
USGS	11460000	2014-09-18	0.03	A
USGS	11460000	2014-09-19	0.01	A
USGS	11460000	2014-09-20	0.00	A
USGS	11460000	2014-09-21	0.00	A
USGS	11460000	2014-09-22	0.00	A
USGS	11460000	2014-09-23	0.00	A
USGS	11460000	2014-09-24	0.00	A
USGS	11460000	2014-09-25	1.9	A
USGS	11460000	2014-09-26	0.29	A
USGS	11460000	2014-09-27	0.08	A
USGS	11460000	2014-09-28	0.07	A
USGS	11460000	2014-09-29	0.05	A
USGS	11460000	2014-09-30	0.05	A
USGS	11460000	2014-10-01	0.01	A
USGS	11460000	2014-10-02	0.00	A
USGS	11460000	2014-10-03	0.00	A
USGS	11460000	2014-10-04	0.00	A
USGS	11460000	2014-10-05	0.00	A
USGS	11460000	2014-10-06	0.00	A
USGS	11460000	2014-10-07	0.00	A
USGS	11460000	2014-10-08	0.00	A
USGS	11460000	2014-10-09	0.00	A
USGS	11460000	2014-10-10	0.00	A
USGS	11460000	2014-10-11	0.00	A
USGS	11460000	2014-10-12	0.00	A
USGS	11460000	2014-10-13	0.00	A
USGS	11460000	2014-10-14	0.00	A
USGS	11460000	2014-10-15	3.8	A
USGS	11460000	2014-10-16	0.41	A
USGS	11460000	2014-10-17	0.16	A
USGS	11460000	2014-10-18	0.13	A
USGS	11460000	2014-10-19	0.19	A
USGS	11460000	2014-10-20	0.17	A
USGS	11460000	2014-10-21	0.12	A
USGS	11460000	2014-10-22	0.11	A
USGS	11460000	2014-10-23	0.13	A
USGS	11460000	2014-10-24	0.15	A
USGS	11460000	2014-10-25	3.0	A
USGS	11460000	2014-10-26	0.37	A
USGS	11460000	2014-10-27	0.21	A
USGS	11460000	2014-10-28	0.19	A
USGS	11460000	2014-10-29	0.21	A
USGS	11460000	2014-10-30	0.23	A
USGS	11460000	2014-10-31	2.9	A
USGS	11460000	2014-11-01	0.50	A
USGS	11460000	2014-11-02	0.29	A
USGS	11460000	2014-11-03	0.34	A
USGS	11460000	2014-11-04	0.33	A
USGS	11460000	2014-11-05	0.35	A
USGS	11460000	2014-11-06	0.37	A
USGS	11460000	2014-11-07	0.42	A
USGS	11460000	2014-11-08	0.44	A
USGS	11460000	2014-11-09	0.52	A
USGS	11460000	2014-11-10	0.52	A
USGS	11460000	2014-11-11	0.56	A
USGS	11460000	2014-11-12	1.1	A
USGS	11460000	2014-11-13	2.1	A
USGS	11460000	2014-11-14	1.1	A
USGS	11460000	2014-11-15	0.83	A
USGS	11460000	2014-11-16	0.86	A
USGS	11460000	2014-11-17	0.89	A
USGS	11460000	2014-11-18	0.91	A
USGS	11460000	2014-11-19	17	A
USGS	11460000	2014-11-20	15	A
USGS	11460000	2014-11-21	1.9	A
USGS	11460000	2014-11-22	5.9	A
USGS	11460000	2014-11-23	1.1	A
USGS	11460000	2014-11-24	0.72	A
USGS	11460000	2014-11-25	0.69	A
USGS	11460000	2014-11-26	0.76	A
USGS	11460000	2014-11-27	0.83	A
USGS	11460000	2014-11-28	1.1	A
USGS	11460000	2014-11-29	5.5	A
USGS	11460000	2014-11-30	19	A
USGS	11460000	2014-12-01	12	A
USGS	11460000	2014-12-02	89	A
USGS	11460000	2014-12-03	416	A
USGS	11460000	2014-12-04	105	A
USGS	11460000	2014-12-05	81	A
USGS	11460000	2014-12-06	228	A
USGS	11460000	2014-12-07	72	A
USGS	11460000	2014-12-08	48	A
USGS	11460000	2014-12-09	39	A
USGS	11460000	2014-12-10	34	A
USGS	11460000	2014-12-11	942	A
USGS	11460000	2014-12-12	349	A
USGS	11460000	2014-12-13	119	A
USGS	11460000	2014-12-14	78	A
USGS	11460000	2014-12-15	636	A
USGS	11460000	2014-12-16	483	A
USGS	11460000	2014-12-17	252	A
USGS	11460000	2014-12-18	145	A
USGS	11460000	2014-12-19	387	A
USGS	11460000	2014-12-20	181	A
USGS	11460000	2014-12-21	86	A
USGS	11460000	2014-12-22	56	A
USGS	11460000	2014-12-23	40	A
USGS	11460000	2014-12-24	32	A
USGS	11460000	2014-12-25	26	A
USGS	11460000	2014-12-26	20	A
USGS	11460000	2014-12-27	16	A
USGS	11460000	2014-12-28	14	A
USGS	11460000	2014-12-29	12	A
USGS	11460000	2014-12-30	10	A
USGS	11460000	2014-12-31	8.8	A
USGS	11460000	2015-01-01	8.0	A
USGS	11460000	2015-01-02	7.4	A
USGS	11460000	2015-01-03	6.8	A
USGS	11460000	2015-01-04	6.3	A
USGS	11460000	2015-01-05	5.9	A
USGS	11460000	2015-01-06	5.8	A
USGS	11460000	2015-01-07	5.6	A
USGS	11460000	2015-01-08	5.4	A
USGS	11460000	2015-01-09	5.3	A
USGS	11460000	2015-01-10	5.0	A
USGS	11460000	2015-01-11	4.8	A
USGS	11460000	2015-01-12	4.7	A
USGS	11460000	2015-01-13	4.6	A
USGS	11460000	2015-01-14	4.5	A
USGS	11460000	2015-01-15	4.4	A
USGS	11460000	2015-01-16	4.4	A
USGS	11460000	2015-01-17	4.5	A
USGS	11460000	2015-01-18	4.3	A
USGS	11460000	2015-01-19	4.2	A
USGS	11460000	2015-01-20	4.1	A
USGS	11460000	2015-01-21	4.0	A
USGS	11460000	2015-01-22	3.8	A
USGS	11460000	2015-01-23	3.8	A
USGS	11460000	2015-01-24	3.9	A
USGS	11460000	2015-01-25	3.9	A
USGS	11460000	2015-01-26	3.8	A
USGS	11460000	2015-01-27	3.8	A
USGS	11460000	2015-01-28	3.7	A
USGS	11460000	2015-01-29	3.6	A
USGS	11460000	2015-01-30	3.7	A
USGS	11460000	2015-01-31	3.6	A
USGS	11460000	2015-02-01	3.6	A
USGS	11460000	2015-02-02	3.5	A
USGS	11460000	2015-02-03	3.6	A
USGS	11460000	2015-02-04	3.5	A
USGS	11460000	2015-02-05	3.5	A
USGS	11460000	2015-02-06	47	A
USGS	11460000	2015-02-07	22	A
USGS	11460000	2015-02-08	191	A
USGS	11460000	2015-02-09	87	A
USGS	11460000	2015-02-10	48	A
USGS	11460000	2015-02-11	34	A
USGS	11460000	2015-02-12	26	A
USGS	11460000	2015-02-13	21	A
USGS	11460000	2015-02-14	17	A
USGS	11460000	2015-02-15	14	A
USGS	11460000	2015-02-16	13	A
USGS	11460000	2015-02-17	11	A
USGS	11460000	2015-02-18	9.8	A
USGS	11460000	2015-02-19	8.9	A
USGS	11460000	2015-02-20	8.3	A
USGS	11460000	2015-02-21	7.7	A
USGS	11460000	2015-02-22	7.1	A
USGS	11460000	2015-02-23	6.3	A
USGS	11460000	2015-02-24	5.7	A
USGS	11460000	2015-02-25	5.6	A
USGS	11460000	2015-02-26	5.5	A
USGS	11460000	2015-02-27	5.3	A
USGS	11460000	2015-02-28	5.1	A
USGS	11460000	2015-03-01	4.9	A
USGS	11460000	2015-03-02	4.7	A
USGS	11460000	2015-03-03	4.5	A
USGS	11460000	2015-03-04	4.4	A
USGS	11460000	2015-03-05	5.6	A
USGS	11460000	2015-03-06	3.8	A
USGS	11460000	2015-03-07	3.8	A
USGS	11460000	2015-03-08	3.9	A
USGS	11460000	2015-03-09	3.9	A
USGS	11460000	2015-03-10	3.9	A
USGS	11460000	2015-03-11	3.8	A
USGS	11460000	2015-03-12	3.7	A
USGS	11460000	2015-03-13	3.6	A
USGS	11460000	2015-03-14	3.6	A
USGS	11460000	2015-03-15	3.5	A
USGS	11460000	2015-03-16	3.3	A
USGS	11460000	2015-03-17	3.3	A
USGS	11460000	2015-03-18	3.2	A
USGS	11460000	2015-03-19	3.1	A
USGS	11460000	2015-03-20	3.1	A
USGS	11460000	2015-03-21	3.1	A
USGS	11460000	2015-03-22	5.7	A
USGS	11460000	2015-03-23	5.9	A
USGS	11460000	2015-03-24	3.2	A
USGS	11460000	2015-03-25	3.1	A
USGS	11460000	2015-03-26	2.9	A
USGS	11460000	2015-03-27	2.8	A
USGS	11460000	2015-03-28	2.7	A
USGS	11460000	2015-03-29	2.7	A
USGS	11460000	2015-03-30	2.6	A
USGS	11460000	2015-03-31	2.5	A
USGS	11460000	2015-04-01	2.4	A
USGS	11460000	2015-04-02	2.4	A
USGS	11460000	2015-04-03	2.3	A
USGS	11460000	2015-04-04	2.3	A
USGS	11460000	2015-04-05	2.4	A
USGS	11460000	2015-04-06	2.4	A
USGS	11460000	2015-04-07	27	A
USGS	11460000	2015-04-08	4.1	A
USGS	11460000	2015-04-09	3.4	A
USGS	11460000	2015-04-10	3.0	A
USGS	11460000	2015-04-11	2.7	A
USGS	11460000	2015-04-12	2.7	A
USGS	11460000	2015-04-13	2.5	A
USGS	11460000	2015-04-14	2.4	A
USGS	11460000	2015-04-15	2.4	A
USGS	11460000	2015-04-16	2.3	A
USGS	11460000	2015-04-17	2.2	A
USGS	11460000	2015-04-18	2.2	A
USGS	11460000	2015-04-19	2.2	A
USGS	11460000	2015-04-20	2.1	A
USGS	11460000	2015-04-21	2.1	A
USGS	11460000	2015-04-22	2.0	A
USGS	11460000	2015-04-23	2.0	A
USGS	11460000	2015-04-24	1.9	A
USGS	11460000	2015-04-25	10	A
USGS	11460000	2015-04-26	1.7	A
USGS	11460000	2015-04-27	1.5	A
USGS	11460000	2015-04-28	1.5	A
USGS	11460000	2015-04-29	1.4	A
USGS	11460000	2015-04-30	1.5	A
USGS	11460000	2015-05-01	1.4	A
USGS	11460000	2015-05-02	1.4	A
USGS	11460000	2015-05-03	1.4	A
USGS	11460000	2015-05-04	1.4	A
USGS	11460000	2015-05-05	1.3	A
USGS	11460000	2015-05-06	1.3	A
USGS	11460000	2015-05-07	1.3	A
USGS	11460000	2015-05-08	1.2	A
USGS	11460000	2015-05-09	1.2	A
USGS	11460000	2015-05-10	1.2	A
USGS	11460000	2015-05-11	1.1	A
USGS	11460000	2015-05-12	1.2	A
USGS	11460000	2015-05-13	1.2	A
USGS	11460000	2015-05-14	1.3	A
USGS	11460000	2015-05-15	1.2	A
USGS	11460000	2015-05-16	1.1	A
USGS	11460000	2015-05-17	1.2	A
USGS	11460000	2015-05-18	1.2	A
USGS	11460000	2015-05-19	1.2	A
USGS	11460000	2015-05-20	1.1	A
USGS	11460000	2015-05-21	0.83	A
USGS	11460000	2015-05-22	0.81	A
USGS	11460000	2015-05-23	0.79	A
USGS	11460000	2015-05-24	0.79	A
USGS	11460000	2015-05-25	0.78	A
USGS	11460000	2015-05-26	0.77	A
USGS	11460000	2015-05-27	0.76	A
USGS	11460000	2015-05-28	0.72	A
USGS	11460000	2015-05-29	0.70	A
USGS	11460000	2015-05-30	0.69	A
USGS	11460000	2015-05-31	0.71	A
USGS	11460000	2015-06-01	0.72	A
USGS	11460000	2015-06-02	0.70	A
USGS	11460000	2015-06-03	0.67	A
USGS	11460000	2015-06-04	0.67	A
USGS	11460000	2015-06-05	0.59	A
USGS	11460000	2015-06-06	0.55	A
USGS	11460000	2015-06-07	0.63	A
USGS	11460000	2015-06-08	0.57	A
USGS	11460000	2015-06-09	0.55	A
USGS	11460000	2015-06-10	1.4	A
